Rating,Entity Name,State,County,City,Sector,Entity Type,Region
56,Princeton Theological Seminary,NJ,Mercer County,Princeton,,Private CI Entity,Region 2
64,Princeton Radiology Associates,NJ,Mercer County,Princeton,Healthcare and Public Health,Private CI Entity,Region 2
72,Princeton Public Schools,NJ,Mercer County,Princeton,Government Facilities,Local Tribal Territory,Region 2
77,Princeton Health Care Center,WV,Mercer County,Princeton,Healthcare and Public Health,Private CI Entity,Region 3
33,"Princeton City Clerk, Green Lake, WI",WI,Green Lake County,Princeton,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
79,Prince William County Service Authority,VA,Prince William County,Woodbridge,Water and WasteWater Systems,Local Tribal Territory,Region 3
86,"Prince William County Registrar, Prince William, VA",VA,Prince William County,Manassas,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
81,"Prince William County Electoral Board, Prince William, VA",VA,Prince William County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
36,"Prince George's County Board of Elections, Prince George's, MD",MD,Prince George,Upper Marlboro,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
62,"Prince George County Registrar, Prince George, VA",VA,Prince George County,Prince George,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
62,"Prince George County Electoral Board, Prince George, VA",VA,Prince George County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
43,"Prince Edward County Registrar, Prince Edward, VA",VA,Prince Edward County,Farmville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
43,"Prince Edward County Electoral Board, Prince Edward, VA",VA,Prince Edward County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
75,PrimeGov,PA,Dauphin County,Harrisburg,"Election Infrastructure, Information Technology",Private CI Entity,Region 3
51,Prime Trust,NV,Clark County,Las Vegas,Financial Services,Private CI Entity,Region 9
89,Prime Alliance Bank,UT,Davis County,Woods Cross,Financial Services,Private CI Entity,Region 8
67,Primary Health Network,PA,Mercer County,Sharon,Healthcare and Public Health,Private CI Entity,Region 3
65,"Price Town Clerk, Langlade, WI",WI,Langlade County,Bryant,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
74,Price River Water Improvement District,UT,Carbon County,Price,Water and WasteWater Systems,Local Tribal Territory,Region 8
89,Prevail Bank,WI,Taylor County,Medford,Financial Services,Private CI Entity,Region 5
82,"Preston Town Clerk, Trempealeau, WI",WI,Trempealeau County,Blair,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
56,"Preston Town Clerk, New London, CT",CT,New London County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
64,"Preston Town Clerk, Adams, WI",WI,Adams County,Friendship,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
56,"Preston Registrar of Voters, New London, CT",CT,New London County,Preston,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
75,"Preston County Clerk, Preston, WV",WV,Preston County,Kingwood,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
68,"Presque Isle Township Election Commission, Presque Isle, MI",MI,Presque Isle County,Presque Isle,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
68,"Presque Isle Township Clerk, Presque Isle, MI",MI,Presque Isle County,Presque Isle,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
56,"Presque Isle Town Clerk, Vilas, WI",WI,Vilas County,Presque Isle,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
77,"Presque Isle Municipal Registrar, Aroostook, ME",ME,Aroostook County,Presque Isle,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
76,"Presque Isle Municipal Clerk, Aroostook, ME",ME,Aroostook County,Presque Isle,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
48,"Presque Isle County Election Commission, Presque Isle, MI",MI,Presque Isle County,Rogers City,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
48,"Presque Isle County Clerk, Presque Isle, MI",MI,Presque Isle County,Rogers City,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
48,"Presque Isle County Board of Canvassars, Presque Isle, MI",MI,Presque Isle County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
69,Presidio Trust (PT) - CISA,CA,San Francisco County,SF,"Commercial Facilities, Government Facilities",FCEB,Region 9
69,"Presidio County, Texas",TX,Presidio County,Marfa,"Emergency Services, Government Facilities",Local Tribal Territory,Region 6
96,"Presidio County Tax Assessor-Collector, Presidio, TX",TX,Presidio County,Marfa,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
96,"Presidio County County Clerk, Presidio, TX",TX,Presidio County,Marfa,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
48,President & Fellows of Middlebury College,VT,Addison County,Middlebury,Government Facilities,Private CI Entity,Region 1
48,"Prescott City Clerk, Pierce, WI",WI,Pierce County,Prescott,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
50,Presbyterian College,SC,Laurens County,Clinton,,Private CI Entity,Region 4
38,"Prentiss County Election Commission, Prentiss, MS",MS,Prentiss County,Booneville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
38,"Prentiss County Circuit Clerk, Prentiss, MS",MS,Prentiss County,Booneville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 4
48,Premier Technology Inc.,ID,Bingham County,Blackfoot,Critical Manufacturing,Private CI Entity,Region 10
54,Premier One,KS,Shawnee County,Topeka,Information Technology,Private CI Entity,Region 7
60,Premier Credit Union,IA,Polk County,Des Moines,Financial Services,Private CI Entity,Region 7
41,Premier Communications,IA,Sioux County,Sioux Center,Communications,Private CI Entity,Region 7
93,Preis PLC,LA,Orleans Parish,New Orleans,,Private CI Entity,Region 6
85,Preferred Homecare,AZ,Maricopa County,Phoenix,Healthcare and Public Health,Private CI Entity,Region 9
38,Precipart Group,NY,Suffolk County,Farmingdale,Critical Manufacturing,Private CI Entity,Region 2
58,"Preble County, Ohio Election Infrastructure",OH,Preble County,Eaton,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
33,"Praxis Computing, Inc.",CA,Los Angeles County,Marina Del Rey,Information Technology,Private CI Entity,Region 9
33,Pratt Police Department,KS,Pratt County,Pratt,Government Facilities,Local Tribal Territory,Region 7
69,"Pratt County Sheriff's Office, KS",KS,Pratt County,Pratt,"Emergency Services, Government Facilities",Local Tribal Territory,Region 7
17,"Pratt County Clerk, Pratt, KS",KS,Pratt County,Pratt,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
69,"Prairieville Township Election Commission, Barry, MI",MI,Barry County,Delton,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
69,"Prairieville Township Clerk, Barry, MI",MI,Barry County,Delton,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
49,Prairie du Chien School District,WI,Crawford County,Prairie du Chien,Government Facilities,Local Tribal Territory,Region 5
62,Prairie State College,IL,Cook County,Chicago Heights,Government Facilities,Local Tribal Territory,Region 5
68,"Prairie Ronde Township Election Commission, Kalamazoo, MI",MI,Kalamazoo County,Schoolcraft,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
68,"Prairie Ronde Township Clerk, Kalamazoo, MI",MI,Kalamazoo County,Schoolcraft,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
90,"Prairie Power, Inc",IL,Sangamon County,Springfield,Energy,Private CI Entity,Region 5
77,Prairie Lakes Area Education Agency (AEA),IA,Buena Vista County,Storm Lake,Government Facilities,Local Tribal Territory,Region 7
85,"Prairie Lake Town Clerk, Barron, WI",WI,Barron County,Chetek,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
78,Prairie Health Ventures,NE,Lancaster County,Lincoln,Healthcare and Public Health,Private CI Entity,Region 7
71,Prairie Grove School District,AR,Washington County,Prairie Grove,Government Facilities,Local Tribal Territory,Region 6
47,"Prairie Farm Village Clerk, Barron, WI",WI,Barron County,Prairie Farm,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
47,"Prairie Farm Town Clerk, Barron, WI",WI,Barron County,Prairie Farm,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
79,Prairie Energy Cooperative,IA,Wright County,Clarion,Energy,Private CI Entity,Region 7
79,"Prairie Du Sac Village Clerk, Sauk, WI",WI,Sauk County,Prairie du Sac,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
68,"Prairie Du Sac Town Clerk, Sauk, WI",WI,Sauk County,Prairie du Sac,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
15,"Prairie Du Chien Town Clerk, Crawford, WI",WI,Crawford County,Prairie du Chien,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
20,"Prairie Du Chien City Clerk, Crawford, WI",WI,Crawford County,Prairie du Chien,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
29,"Prairie County Election Administrator, Prairie, MT",MT,Prairie County,Terry,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 8
65,Prairie Central Cooperative,IL,McLean County,Chenoa,Energy,Private CI Entity,Region 5
43,Practical Energetics Research LLC,AL,Madison County,Huntsville,Energy,Private CI Entity,Region 4
51,"Poynette Village Clerk, Columbia, WI",WI,Columbia County,Poynette,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
76,"Poygan Town Clerk, Winnebago, WI",WI,Winnebago County,Winneconne,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
30,"Poy Sippi Town Clerk, Waushara, WI",WI,Waushara County,Poy Sippi,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
90,"Pownal Town Treasurer, Bennington, VT",VT,Bennington County,Pownal,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
90,"Pownal Town Clerk, Bennington, VT",VT,Bennington County,Pownal,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
47,"Pownal Municipal Registrar, Cumberland, ME",ME,Cumberland County,Pownal,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
47,"Pownal Municipal Clerk, Cumberland, ME",ME,Cumberland County,Pownal,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
53,"Powhatan County Registrar, Powhatan, VA",VA,Powhatan County,Powhatan,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
53,"Powhatan County Electoral Board, Powhatan, VA",VA,Powhatan County,,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
62,Poweshiek County,IA,Poweshiek County,Montezuma,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 7
60,Powercast,PA,Allegheny County,Pittsburgh,Energy,Private CI Entity,Region 3
45,"Power County, Idaho",ID,Power County,American Falls,"Dams, Election Infrastructure, Energy",Local Tribal Territory,Region 10
62,Power Authority,NY,Westchester County,White Plains,"Energy, Government Facilities",State,Region 2
33,"Powell Township Election Commission, Marquette, MI",MI,Marquette County,Powell,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
33,"Powell Township Clerk, Marquette, MI",MI,Marquette County,Marquette,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
22,"Powell County Election Administrator, Powell, MT",MT,Powell County,Deer Lodge,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 8
62,"Pound Village Clerk, Marinette, WI",WI,Marinette County,Pound,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
68,"Pound Town Clerk, Marinette, WI",WI,Marinette County,Coleman,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
68,"Poultney Town Treasurer, Rutland, VT",VT,Rutland County,Poultney,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
68,"Poultney Town Clerk, Rutland, VT",VT,Rutland County,Poultney,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 1
61,Poudre Valley REA,CO,Larimer County,Fort Collins,Energy,Private CI Entity,Region 8
47,"Potterville City Election Commission, Eaton, MI",MI,Eaton County,Potterville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
62,"Potterville City Clerk, Eaton, MI",MI,Eaton County,Potterville,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
56,"Potter Village Clerk, Calumet, WI",WI,Calumet County,Potter,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 5
72,"Potter County Elections Administrator, Potter, TX",TX,Potter County,Amarillo,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 6
36,"Potter County Board of Elections, Potter, PA",PA,Potter County,Coudersport,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 3
42,"Potter County Auditor, Potter, SD",SD,Potter County,Gettysburg,"Election Infrastructure, Government Facilities",Local Tribal Territory,Region 8
